Id,SalePrice
2658,207094.65980032936
2718,177240.19624098268
2414,211010.9860471172
1989,111305.84719455437
625,171850.47322295932
333,87061.41333385272
1327,87127.41368324851
858,131105.9520133016
95,223155.05033594882
1568,164260.43304243952
2482,160168.41137989843
1364,148486.34953683754
2584,170596.46658443863
818,296217.4371171262
2673,200428.6245113511
2089,135857.97716980096
1297,174622.48789758392
790,118235.88388111588
2616,196864.60564397665
720,259675.5491842738
222,117377.87933897018
557,104441.81085738866
1148,186568.55113822804
2766,145054.3313682547
534,192662.88891507807
1452,104441.81085738866
630,129697.6390435551
2648,162918.12042208883
125,149410.3544283791
1904,26780.78870303108
1670,71617.33157522985
756,94717.45386376831
717,286515.38575594
1032,125165.92056767741
852,210746.98464953387
1731,208502.9727700759
2639,124351.61074249336
2071,80857.38049064524
1267,107477.82692959657
1851,201902.93783049344
567,160630.4138256692
2439,236751.1223114886
1898,134999.97262765522
647,137375.9852059049
2256,211340.98779409635
979,103693.50138160039
1444,230151.0873719062
2485,111107.84614636688
157,109193.83601388798
88,116057.8723510537
2003,129785.94502538512
186,294391.7329664773
1425,251293.50481100415
2695,137177.98415771744
738,122789.90798942777
395,147562.344645296
1353,232395.09925136424
1878,136121.97856738424
390,191012.88018018252
1456,235365.11497417628
1103,277099.6414247714
1387,122657.9072906361
2070,125033.91986888577
1199,222495.0468419906
2479,185644.54624668654
501,280861.66134033335
2362,71617.33157522985
1718,165778.4410785435
2188,33644.82504019677
1483,135814.2824528393
2557,64291.29279229339
437,311023.82101422496
2224,182806.5312226661
1628,209426.97766161745
397,116717.87584501193
587,193630.58852358127
971,164304.1277594011
2611,159508.40788594016
1887,105629.8171465135
2399,294612.039647099
2148,208568.9731194717
304,152908.37294635776
1997,137045.98345892577
2817,109765.53352601622
1431,191254.5759453316
427,279475.654003021
263,105233.81505013854
598,166966.44736766833
2895,257365.53695541993
687,178516.5085119375
1822,113351.85802582491
2191,103825.50208039203
179,162412.4232593564
1009,225751.3695948202
2010,131501.95410967653
1991,188218.55987312365
1411,147012.03621769522
1721,247267.48349785886
1144,190528.57210197754
593,254593.52228079533
575,256507.53241327422
1249,197986.61158370564
1604,108335.83147174228
1064,372580.7579160015
1923,161950.4208135857
1988,104573.8115561803
2325,178912.51060831244
114,204652.6468726839
2700,206632.65735455859
217,135901.67188676255
343,174490.48719879228
386,268387.59530452255
2005,106201.51465864171
2908,122657.9072906361
1814,210878.98534832557
2446,448943.16216696997
208,167010.14208462992
1679,133349.96389275964
822,290652.0186833495
6,185710.5465960824
1781,339316.5818205061
2397,274723.6288465217
2340,290256.01658697455
1618,176866.49977704196
2843,162169.81094630057
1061,330978.23216419807
2786,104441.81085738866
1935,113945.86117038733
1341,127673.93384471873
521,278111.95229814295
2136,115067.86711011635
996,187954.55847554037
227,142458.01210938336
135,154294.3802836701
1167,182080.52737931203
294,253053.20861225715
1776,202628.94167384756
540,185798.8525779124
1717,165778.4410785435
2303,101273.7940863891
116,170992.46868081356
127,118565.88562809501
1371,176800.4994276461
1014,177130.50117462524
1507,122459.90624244866
702,176778.1937952119
750,196534.60389699752
261,171718.47252416762
1559,72013.3336716048
577,227115.07129969832
2812,225795.06431178178
2080,187162.55428279052
1368,158914.40474137774
2376,106817.82343563833
659,99689.7857008893
1235,119885.8926160115
332,87061.41333385272
1917,141622.31319967183
2094,252657.20651588222
1460,294061.73121949815
1471,178384.50781314587
1509,126617.92825438557
1922,117113.87794138689
433,386044.8291927496
460,273227.92644285195
1116,247861.48664242128
1137,153370.37539212854
53,187844.86340918293
2354,265263.2732504846
1475,207644.9682279302
1761,504977.4588040246
842,112757.8548812625
2739,150378.05403688224
2509,192992.8906620572
1007,237345.12545605103
2610,194290.5920175395
1952,93023.75041191108
2719,176052.18995185784
2921,87061.41333385272
1966,129389.94292901017
292,157374.09107283963
1204,242823.15445590444
1829,255297.22049171518
2419,210746.98464953387
391,168946.45784954302
798,162874.42570512719
481,210548.98360134644
193,248763.18590152857
555,112097.85138730425
899,44864.88443748688
2357,222099.04474561568
328,109787.8391584504
1356,135154.27895888107
1154,104441.81085738866
1730,177790.50466858345
2249,140038.30481417206
1119,268387.59530452255
2856,144108.02084427897
1394,153084.06836211105
2587,122987.90903761523
61,308053.80529141286
2661,251139.19847977825
2711,141490.3125008802
1147,192706.58363203972
757,174028.4847530215
2623,83629.39516526985
2378,175942.4948855004
1413,163600.42954848125
1722,235123.4192090272
1112,207424.6615473085
1623,192970.585029623
1201,203662.64163174655
1513,100261.48321301752
957,246651.17472086224
1171,279893.96173183015
1145,226917.07025151083
2726,233055.10274532245
703,203948.94866176404
760,73861.34345468789
1964,116057.8723510537
2512,208106.9706737009
159,149542.35512717074
1281,198382.61368008063
468,182806.5312226661
290,136342.2852480059
665,103253.80456826382
1463,295843.7406531854
1792,242757.1541065086
923,131435.95376028074
500,266979.2823347761
1408,147606.03936225764
331,56569.25191298197
170,136693.67607951246
2192,65677.30012960569
2571,350096.02785655286
2314,178714.509560125
2647,103121.80386947218
422,360084.3862477565
2457,283105.6732197914
1838,201506.9357341185
2805,271357.61102733464
1645,164590.43478941865
1711,301387.7700024346
2825,264999.2718529013
322,310320.1228033051
2103,253669.51738925377
342,138058.29433229734
600,73993.34415347953
488,198646.6150776639
1725,300486.0707433273
2246,251953.50830496236
2847,185116.54345151992
806,278023.6463163129
530,250479.19498582004
963,173038.47951208416
2678,59252.96060577655
171,90229.43010485225
2401,357180.37087434024
805,236289.11986571783
2259,230260.78243826365
1748,202958.9434208267
1361,181222.52283716633
1677,160234.41172929422
1406,152050.36840421206
2322,245661.16947992484
688,199042.61717403884
143,134141.9680855095
804,229425.08352855215
1214,168946.45784954302
2828,150598.36071750394
1999,231052.7866310135
2467,216291.01399878314
2665,228567.07898640644
1538,372206.14490415395
398,72013.3336716048
2822,125033.91986888577
2157,135814.2824528393
1856,141930.00931421676
1269,116585.87514622029
2570,121865.90309788624
2320,263569.5697986274
1517,177658.5039697918
2304,111701.8492909293
1312,114539.86431494975
2012,160234.41172929422
506,234375.10973323893
2865,234616.805498388
2367,144988.33101885888
554,131590.26009150659
238,122921.90868821941
1954,106025.81924288842
2488,189010.56406587356
2291,87061.41333385272
1969,108467.83217053392
2725,142260.01106119587
1482,135814.2824528393
2763,217611.02098669962
503,248301.1834557578
1584,239743.4436667349
1531,185644.54624668654
2210,209074.6702822041
459,301476.07598426467
556,112097.85138730425
1347,172950.1735302541
1290,91769.74377339042
1388,113813.86047159566
1571,165294.1330003385
2754,197678.9154691607
765,123449.91148338601
2494,115001.8667607205
2870,200208.31783072947
7,233011.4080283608
1114,216423.01469757478
2418,301321.7696530388
291,189889.9576925467
18,299628.0662011816
39,305172.0955504308
1001,255715.5282205243
2442,263481.2638167974
616,126815.92930257303
2680,75181.35044260437
1414,137639.98660348819
289,159024.09980773518
40,246607.4800039006
860,106421.82133926338
409,143074.32088637998
673,133613.96529034292
2427,187646.8623609955
2036,241107.14537161298
2564,161466.1127353807
642,170574.16095200443
1008,192640.58328264387
1908,174138.17981937894
2519,226213.37204059097
1369,97511.77417082712
2855,231207.0929622394
712,99689.7857008893
1943,116893.5712607652
1958,151258.36421146215
107,196711.21586065757
2295,158034.09456679784
704,142920.01455515414
676,131105.9520133016
259,190858.5738489566
93,291553.71794245683
106,266671.58622023114
2315,197062.6066921641
1050,106289.82064047173
1095,210614.9839507423
2709,117641.88073655346
758,235299.1146247805
1496,172114.4746205426
2370,160234.41172929422
2458,254263.5205338162
2733,104089.50347797532
161,308823.5038517286
726,180232.51759622898
845,206720.96333638864
947,280135.6574969792
2232,147540.0390128618
2563,183994.53751179093
2299,121117.59362209795
211,128201.93663988536
605,164634.12950638024
1478,226147.37169119512
2247,251953.50830496236
2274,151170.05822963215
2869,156120.08443431894
967,245199.16703415406
2656,59318.96095517237
667,247750.87502815702
1042,144988.33101885888
2023,200230.62346316368
2447,365562.4152476099
2055,140104.3051635679
2275,261919.5610637318
2204,206390.9615894095
1563,253339.51564227464
483,198998.9224570772
796,116651.87549561611
1526,190726.57315016497
2042,236949.1233596761
442,296460.049430182
1693,313003.8314960997
1468,238203.12999819673
1430,188284.5602225195
2605,206742.35242091608
1529,244495.46882323426
335,125825.92406163568
1287,134735.9712300719
31,119489.89051963657
1785,226191.06640815677
82,183070.53262024937
2620,115375.56322466125
252,193190.8917102447
721,68845.31690060525
2165,167626.45086162654
2316,179572.5141022707
775,104045.8087610137
1558,41564.86696769568
17,260335.55267823202
1022,229887.08597432292
925,136055.9782179884
438,258025.5404493782
1270,146880.03551890358
1272,115199.86780890799
215,158298.09596438112
266,232989.1023959266
2402,270367.6057863973
1250,110249.84160422118
1984,89635.42696028983
1279,152226.06381996535
377,288693.3972860022
1252,163842.1253136304
2156,282643.6707740206
499,317095.8531586408
1374,131303.95306148907
2898,278199.3417320661
401,72013.3336716048
2721,166416.1389400675
2078,239698.8324018665
2589,117113.87794138689
1946,251094.58721490984
1334,164986.43688579358
2781,213981.0017699293
431,342880.6006878806
576,225619.36889602855
1474,225135.06081782357
2254,172862.78409633087
2155,287220.00051476667
885,89305.42521331072
643,149938.35722354567
1944,106355.82098986756
480,217479.02028790797
2845,99007.47657449689
2387,301519.7707012263
2407,202562.9413244517
2527,173302.48090966744
2514,183554.84069845435
629,171718.47252416762
80,227379.0726972816
1876,127541.93314592709
1546,151786.36700662877
2518,159574.408235336
2347,152578.37119937863
783,144636.02363944554
1322,21808.456865910062
194,65479.2990814182
1770,270543.3012021505
2143,104441.81085738866
1229,232395.09925136424
511,257035.53520844085
46,201902.93783049344
1348,229359.0831791563
2465,214773.00596267916
387,264229.5732925857
873,205796.95844484709
1918,113945.86117038733
2764,271093.60962975136
2184,110777.84439938777
934,160960.4155726483
1920,117113.87794138689
2631,168814.45715075138
1768,494417.4029006928
2040,93925.4496710184
1749,241569.14781738375
834,228369.07793821895
1457,254901.21839534026
79,129478.2489108402
2302,101273.7940863891
1817,105761.81784530514
2755,218799.02727582445
359,179902.51584924984
2059,106619.82238745084
2092,260313.24704579782
2516,248191.48838940042
150,117641.88073655346
1656,154338.07500063168
83,114209.86256797065
2411,166702.44597008498
795,70759.32703308415
2312,259851.2446000271
2917,88997.72909876582
1624,214773.00596267916
2215,355508.0565070104
1211,154822.38307883666
1485,135814.2824528393
1024,159772.40928352345
570,162742.42500633554
2874,164656.43513881444
700,203970.33774629142
2756,211142.98674590886
2022,229270.7771973263
583,250215.1935882367
2392,330516.2297184273
2424,205598.95739665965
212,139289.9953383838
736,136385.97996496753
1610,177306.19659037847
890,90823.43324941467
467,177790.50466858345
578,309637.8136769127
1747,186128.85432489152
1149,158980.4050907736
2758,201682.6311498718
857,104441.81085738866
2219,324685.8933391606
733,142678.31879000503
2909,133481.96459155128
1798,273997.6250031676
235,88821.11713510577
2366,137507.98590469654
1027,133745.96598913457
1195,108467.83217053392
1303,-23005.78037385452
148,184126.53821058257
608,132689.96039880137
2515,224079.05522749037
821,252283.5100519415
2500,304225.78502645507
745,113087.8566282416
741,148992.0466995699
1611,168594.15047012968
2532,112097.85138730425
1081,208304.9717218884
1692,352428.3457178409
2520,213079.30251082196
276,157242.09037404798
1992,144570.02329004972
663,-10333.7132898563
418,167450.75544587325
1733,195082.5962102894
2359,152644.37154877448
253,192926.89031266142
1518,192090.2748550431
2035,170596.46658443863
2919,87061.41333385272
1540,254901.21839534026
2120,114869.86606192886
1674,168088.4533073973
256,149278.35372958746
2361,72013.3336716048
978,56569.25191298197
2280,141622.31319967183
2095,243087.15585348773
1709,307591.8028456421
2801,250677.19603400747
1246,105629.8171465135
2373,144988.33101885888
1055,249115.4932809419
2017,131963.9565554473
1099,289837.7088581654
1344,100745.7912912225
835,187734.25179491867
1117,206522.96228820115
2043,102857.80247188886
2085,115925.87165226205
410,182014.52702991618
2650,153634.37678971182
2867,198712.6154270597
1668,110117.84090542953
1161,194774.90009574447
2122,159046.4054401694
2539,122723.90764003195
1047,150400.35966931644
1445,109325.83671267965
541,120941.89820634469
569,193762.58922237292
1276,134758.2768625061
918,193322.89240903634
326,136121.97856738424
1936,108467.83217053392
895,72805.33786435469
257,111107.84614636688
1241,183466.53471662436
1545,140500.3072599428
1189,162874.42570512719
270,135814.2824528393
2066,222582.43627591385
693,128597.93873626029
1259,142194.01071180007
2916,137177.98415771744
2321,258267.23621452728
1977,114869.86606192886
1895,170530.46623504278
1240,163072.42675331468
85,123647.91253157347
1823,88909.42311693577
825,266011.58272627287
110,210746.98464953387
697,133613.96529034292
2297,99953.78709847262
1231,122921.90868821941
1355,146748.03482011193
968,298440.0599120568
584,248697.18555213278
1315,149058.04704896576
1606,101273.7940863891
206,101273.7940863891
1685,296988.05222534866
2016,141534.0072178418
869,235695.1167211554
2135,106421.82133926338
2346,183730.53611420764
2430,211274.9874447005
2198,99491.78465270184
2652,110777.84439938777
27,73201.33996072965
241,159838.4096329193
